              DRT4 Data File V2.0
============================================================
1) Subject Information
Subject Name:   
Subject No:   
Date of Birth:   
Subject Address:   
Operator:    
Date: 10:46:00 (7/5/2026)  
DRT4 Serial Number: #3173  
Comment:   
2) Monitor Schedule
Indefinite monitoring until stopped by user
3) Display Configuration
Total Graph Number: 1 
Active Graph Number: 1 
Sampling Rate:  10/sec 
Time Constant: off 
Time Offset: 0.05 sec 
Total Mark Number: 0 
Active Mark Number: 1 
No: 	Hour	Min	Sec	Label	Comment	Current	Heater1	Heater2
4) Trace Data
No: 	Hour 	Min 	Sec 	F1 
1	0	0	0.0	 78.2 
2	0	0	0.1	 70.3 
1723	0	2	52.2	125.2 
1724	0	2	52.3	100.8 
1725	0	2	52.4	 91.7 
1726	0	2	52.5	111.1 
1727	0	2	52.6	158.8 
1728	0	2	52.7	172.3 
1729	0	2	52.8	180.5 
1730	0	2	52.9	186.7 
1731	0	2	53.0	169.9 
1732	0	2	53.1	165.6 
1733	0	2	53.2	186.8 
1734	0	2	53.3	253.0 
1735	0	2	53.4	278.2 
1736	0	2	53.5	266.1 
1737	0	2	53.6	269.6 
1738	0	2	53.7	253.3 
1739	0	2	53.8	237.7 
1740	0	2	53.9	233.2 
1741	0	2	54.0	278.0 
1742	0	2	54.1	286.6 
1743	0	2	54.2	293.4 
1744	0	2	54.3	280.0 
1745	0	2	54.4	267.7 
1746	0	2	54.5	269.1 
1747	0	2	54.6	268.3 
1748	0	2	54.7	306.2 
1749	0	2	54.8	300.4 
1750	0	2	54.9	254.5 
1751	0	2	55.0	269.2 
1752	0	2	55.1	291.7 
1753	0	2	55.2	273.9 
1754	0	2	55.3	251.0 
1755	0	2	55.4	259.0 
1756	0	2	55.5	271.3 
1757	0	2	55.6	263.5 
1758	0	2	55.7	250.1 
1759	0	2	55.8	233.8 
1760	0	2	55.9	233.6 
1761	0	2	56.0	248.3 
1762	0	2	56.1	240.9 
1763	0	2	56.2	235.3 
1764	0	2	56.3	244.6 
1765	0	2	56.4	229.7 
1766	0	2	56.5	212.9 
1767	0	2	56.6	223.3 
1768	0	2	56.7	238.3 
1769	0	2	56.8	238.4 
1770	0	2	56.9	223.9 
1771	0	2	57.0	219.9 
1772	0	2	57.1	217.7 
1773	0	2	57.2	202.8 
1774	0	2	57.3	218.1 
1775	0	2	57.4	224.5 
1776	0	2	57.5	205.8 
1777	0	2	57.6	212.0 
1778	0	2	57.7	211.9 
1779	0	2	57.8	184.3 
1780	0	2	57.9	184.7 
1781	0	2	58.0	205.0 
1782	0	2	58.1	196.4 
1783	0	2	58.2	192.3 
1784	0	2	58.3	201.0 
1785	0	2	58.4	192.5 
1786	0	2	58.5	167.0 
1787	0	2	58.6	185.5 
1788	0	2	58.7	212.2 
1789	0	2	58.8	214.1 
1790	0	2	58.9	226.3 
1791	0	2	59.0	233.5 
1792	0	2	59.1	196.2 
1793	0	2	59.2	204.3 
1794	0	2	59.3	240.0 
1795	0	2	59.4	232.0 
1796	0	2	59.5	221.3 
1797	0	2	59.6	216.8 
1798	0	2	59.7	198.0 
1799	0	2	59.8	207.6 
1800	0	2	59.9	196.0 
1801	0	3	0.0	178.1 
1802	0	3	0.1	194.8 
1803	0	3	0.2	216.8 
1804	0	3	0.3	207.1 
1805	0	3	0.4	192.2 
1806	0	3	0.5	189.0 
1807	0	3	0.6	206.2 
1808	0	3	0.7	222.8 
1809	0	3	0.8	226.5 
1810	0	3	0.9	216.7 
1811	0	3	1.0	204.2 
1812	0	3	1.1	172.6 
1813	0	3	1.2	166.2 
1814	0	3	1.3	162.9 
1815	0	3	1.4	194.1 
1816	0	3	1.5	179.8 
1817	0	3	1.6	168.3 
1818	0	3	1.7	146.3 
1819	0	3	1.8	133.2 
1820	0	3	1.9	131.2 
1821	0	3	2.0	131.1 
1822	0	3	2.1	157.9 
1823	0	3	2.2	165.5 
1824	0	3	2.3	137.7 
1825	0	3	2.4	131.3 
1826	0	3	2.5	135.2 
1827	0	3	2.6	115.6 
1828	0	3	2.7	 86.6 
1829	0	3	2.8	136.3 
1830	0	3	2.9	166.4 
1831	0	3	3.0	149.4 
1832	0	3	3.1	143.3 
1833	0	3	3.2	149.1 
1834	0	3	3.3	125.9 
1835	0	3	3.4	 97.4 
1836	0	3	3.5	101.0 
1837	0	3	3.6	124.6 
1838	0	3	3.7	112.1 
1839	0	3	3.8	105.0 
1840	0	3	3.9	100.8 
1841	0	3	4.0	 96.8 
1842	0	3	4.1	100.5 
1843	0	3	4.2	 73.1 
1844	0	3	4.3	 91.9 
1845	0	3	4.4	121.7 
1846	0	3	4.5	105.5 
1847	0	3	4.6	105.1 
1848	0	3	4.7	 99.3 
1849	0	3	4.8	 81.8 
1850	0	3	4.9	 79.5 
1851	0	3	5.0	 70.4 
1852	0	3	5.1	 91.6 
1853	0	3	5.2	 95.2 
1854	0	3	5.3	 91.2 
1855	0	3	5.4	 83.7 
1856	0	3	5.5	 74.8 
1857	0	3	5.6	 72.5 
1858	0	3	5.7	 81.6 
1859	0	3	5.8	108.3 
1860	0	3	5.9	128.3 
1861	0	3	6.0	 99.7 
1862	0	3	6.1	104.1 
1863	0	3	6.2	105.3 
1864	0	3	6.3	 95.8 
1865	0	3	6.4	 89.7 
1866	0	3	6.5	 89.6 
1867	0	3	6.6	 98.1 
1868	0	3	6.7	 98.6 
1869	0	3	6.8	 68.7 
1870	0	3	6.9	 54.2 
1871	0	3	7.0	 50.5 
1872	0	3	7.1	 64.6 
1873	0	3	7.2	 75.7 
1874	0	3	7.3	 94.8 
1875	0	3	7.4	 88.0 
1876	0	3	7.5	 77.7 
1877	0	3	7.6	 88.1 
1878	0	3	7.7	 87.3 
1879	0	3	7.8	 75.4 
1880	0	3	7.9	 90.4 
1881	0	3	8.0	106.2 
1882	0	3	8.1	 97.9 
1883	0	3	8.2	 90.7 
1884	0	3	8.3	 85.3 
1885	0	3	8.4	 79.9 
1886	0	3	8.5	 83.3 
1887	0	3	8.6	118.1 
1888	0	3	8.7	101.1 
1889	0	3	8.8	 85.7 
1890	0	3	8.9	 81.3 
1891	0	3	9.0	 77.8 
1892	0	3	9.1	 77.9 
1893	0	3	9.2	 81.0 
1894	0	3	9.3	 97.2 
1895	0	3	9.4	121.6 
1896	0	3	9.5	118.2 
1897	0	3	9.6	104.8 
1898	0	3	9.7	100.3 
1899	0	3	9.8	 95.0 
1900	0	3	9.9	 96.1 
1901	0	3	10.0	 98.3 
1902	0	3	10.1	130.5 
1903	0	3	10.2	141.8 
1904	0	3	10.3	148.2 
1905	0	3	10.4	150.1 
1906	0	3	10.5	149.3 
1907	0	3	10.6	176.6 
1908	0	3	10.7	144.5 
1909	0	3	10.8	132.2 
1910	0	3	10.9	161.7 
1911	0	3	11.0	184.6 
1912	0	3	11.1	176.7 
1913	0	3	11.2	162.2 
1914	0	3	11.3	152.4 
1915	0	3	11.4	123.2 
1916	0	3	11.5	 94.2 
1917	0	3	11.6	101.1 
1918	0	3	11.7	165.8 
1919	0	3	11.8	191.0 
1920	0	3	11.9	193.4 
1921	0	3	12.0	167.4 
1922	0	3	12.1	159.7 
1923	0	3	12.2	135.8 
1924	0	3	12.3	120.6 
1925	0	3	12.4	134.5 
1926	0	3	12.5	159.2 
1927	0	3	12.6	159.2 
1928	0	3	12.7	167.1 
1929	0	3	12.8	155.4 
1930	0	3	12.9	129.7 
1931	0	3	13.0	104.3 
1932	0	3	13.1	105.6 
1933	0	3	13.2	 97.2 
1934	0	3	13.3	136.4 
1935	0	3	13.4	140.6 
1936	0	3	13.5	118.2 
1937	0	3	13.6	 88.1 
1938	0	3	13.7	 76.3 
1939	0	3	13.8	 48.0 
1940	0	3	13.9	 35.7 
1941	0	3	14.0	 26.8 
1942	0	3	14.1	 25.2 
1943	0	3	14.2	 62.2 
1944	0	3	14.3	 76.1 
1945	0	3	14.4	 54.3 
1946	0	3	14.5	 31.1 
1947	0	3	14.6	 15.4 
1948	0	3	14.7	 13.6 
1949	0	3	14.8	 22.1 
1950	0	3	14.9	 41.8 
1951	0	3	15.0	 58.4 
1952	0	3	15.1	 88.2 
1953	0	3	15.2	 63.0 
1954	0	3	15.3	 50.9 
1955	0	3	15.4	 42.6 
1956	0	3	15.5	 34.3 
1957	0	3	15.6	 26.2 
1958	0	3	15.7	 12.4 
1959	0	3	15.8	 21.0 
1960	0	3	15.9	 68.8 
1961	0	3	16.0	 76.0 
1962	0	3	16.1	 54.6 
1963	0	3	16.2	 50.8 
1964	0	3	16.3	 42.8 
1965	0	3	16.4	 40.3 
1966	0	3	16.5	 30.7 
1967	0	3	16.6	 48.4 
1968	0	3	16.7	 90.3 
1969	0	3	16.8	 73.5 
1970	0	3	16.9	 76.8 
1971	0	3	17.0	 79.9 
1972	0	3	17.1	 75.0 
1973	0	3	17.2	 78.1 
1974	0	3	17.3	 75.6 
1975	0	3	17.4	137.6 
1976	0	3	17.5	164.2 
1977	0	3	17.6	164.1 
1978	0	3	17.7	153.2 
1979	0	3	17.8	150.8 
1980	0	3	17.9	159.6 
1981	0	3	18.0	180.8 
1982	0	3	18.1	209.6 
1983	0	3	18.2	245.6 
1984	0	3	18.3	244.4 
1985	0	3	18.4	232.6 
1986	0	3	18.5	214.1 
1987	0	3	18.6	219.7 
1988	0	3	18.7	229.8 
1989	0	3	18.8	256.7 
1990	0	3	18.9	269.8 
1991	0	3	19.0	276.9 
1992	0	3	19.1	262.4 
1993	0	3	19.2	247.5 
1994	0	3	19.3	247.6 
1995	0	3	19.4	241.2 
1996	0	3	19.5	263.6 
1997	0	3	19.6	272.2 
1998	0	3	19.7	278.8 
1999	0	3	19.8	299.8 
2000	0	3	19.9	279.6 
2001	0	3	20.0	283.6 
2002	0	3	20.1	300.7 
2003	0	3	20.2	299.8 
2004	0	3	20.3	306.4 
2005	0	3	20.4	284.8 
2006	0	3	20.5	274.0 
2007	0	3	20.6	277.1 
2008	0	3	20.7	276.9 
2009	0	3	20.8	286.7 
2010	0	3	20.9	280.8 
2011	0	3	21.0	277.5 
2012	0	3	21.1	283.2 
2013	0	3	21.2	276.2 
2014	0	3	21.3	268.1 
2015	0	3	21.4	274.0 
2016	0	3	21.5	288.1 
2017	0	3	21.6	267.8 
2018	0	3	21.7	255.0 
2019	0	3	21.8	252.9 
2020	0	3	21.9	243.2 
2021	0	3	22.0	237.4 
2022	0	3	22.1	281.7 
2023	0	3	22.2	277.0 
2024	0	3	22.3	266.6 
2025	0	3	22.4	297.8 
2026	0	3	22.5	285.0 
2027	0	3	22.6	261.9 
2028	0	3	22.7	263.5 
2029	0	3	22.8	285.8 
2030	0	3	22.9	281.4 
2031	0	3	23.0	250.7 
2032	0	3	23.1	255.6 
2033	0	3	23.2	252.3 
2034	0	3	23.3	250.4 
2035	0	3	23.4	276.0 
2036	0	3	23.5	271.2 
2037	0	3	23.6	259.9 
2038	0	3	23.7	264.1 
2039	0	3	23.8	245.9 
2040	0	3	23.9	243.7 
2041	0	3	24.0	249.8 
2042	0	3	24.1	266.4 
2043	0	3	24.2	271.5 
2044	0	3	24.3	249.6 
2045	0	3	24.4	242.4 
2046	0	3	24.5	244.7 
2047	0	3	24.6	238.4 
2048	0	3	24.7	251.6 
2049	0	3	24.8	223.5 
2050	0	3	24.9	223.3 
2051	0	3	25.0	235.0 
2052	0	3	25.1	211.3 
2053	0	3	25.2	200.3 
2054	0	3	25.3	216.9 
2055	0	3	25.4	216.7 
2056	0	3	25.5	204.4 
2057	0	3	25.6	188.8 
2058	0	3	25.7	168.1 
2059	0	3	25.8	171.1 
2060	0	3	25.9	174.5 
2061	0	3	26.0	181.1 
2062	0	3	26.1	189.6 
2063	0	3	26.2	180.0 
2064	0	3	26.3	180.1 
2065	0	3	26.4	150.4 
2066	0	3	26.5	153.1 
2067	0	3	26.6	183.9 
2068	0	3	26.7	165.5 
2069	0	3	26.8	145.6 
2070	0	3	26.9	137.8 
2071	0	3	27.0	140.1 
2072	0	3	27.1	128.2 
2073	0	3	27.2	127.8 
2074	0	3	27.3	123.1 
2075	0	3	27.4	125.3 
2076	0	3	27.5	127.4 
2077	0	3	27.6	108.3 
2078	0	3	27.7	 92.0 
2079	0	3	27.8	 86.3 
2080	0	3	27.9	 74.4 
2081	0	3	28.0	 86.2 
2082	0	3	28.1	115.5 
2083	0	3	28.2	 88.6 
2084	0	3	28.3	 86.3 
2085	0	3	28.4	100.0 
2086	0	3	28.5	 84.5 
2087	0	3	28.6	 64.5 
2088	0	3	28.7	 70.9 
2089	0	3	28.8	103.6 
2090	0	3	28.9	100.7 
2091	0	3	29.0	100.4 
2092	0	3	29.1	 91.1 
2093	0	3	29.2	 73.9 
2094	0	3	29.3	 68.2 
2095	0	3	29.4	 70.1 
2096	0	3	29.5	 92.8 
2097	0	3	29.6	127.5 
2098	0	3	29.7	115.6 
2099	0	3	29.8	113.0 
2100	0	3	29.9	 98.9 
2101	0	3	30.0	 90.2 
2102	0	3	30.1	 73.1 
2103	0	3	30.2	 71.0 
2104	0	3	30.3	115.2 
2105	0	3	30.4	134.2 
2106	0	3	30.5	126.4 
2107	0	3	30.6	129.6 
2108	0	3	30.7	117.4 
2109	0	3	30.8	 98.9 
2110	0	3	30.9	101.1 
2111	0	3	31.0	119.6 
2112	0	3	31.1	151.6 
2113	0	3	31.2	134.2 
2114	0	3	31.3	134.9 
2115	0	3	31.4	102.1 
2116	0	3	31.5	 98.4 
2117	0	3	31.6	 83.4 
2118	0	3	31.7	 87.2 
2119	0	3	31.8	125.9 
2120	0	3	31.9	139.2 
2121	0	3	32.0	116.6 
2122	0	3	32.1	119.3 
2123	0	3	32.2	110.2 
2124	0	3	32.3	 87.0 
2125	0	3	32.4	 87.2 
2126	0	3	32.5	110.1 
2127	0	3	32.6	111.7 
2128	0	3	32.7	 92.6 
2129	0	3	32.8	 90.8 
2130	0	3	32.9	 62.7 
2131	0	3	33.0	 45.5 
2132	0	3	33.1	 43.9 
2133	0	3	33.2	 51.4 
2134	0	3	33.3	 80.4 
2135	0	3	33.4	 66.0 
2136	0	3	33.5	 37.7 
2137	0	3	33.6	 28.0 
2138	0	3	33.7	 31.7 
2139	0	3	33.8	 30.6 
2140	0	3	33.9	 29.1 
2141	0	3	34.0	 51.4 
2142	0	3	34.1	 68.2 
2143	0	3	34.2	 48.7 
2144	0	3	34.3	 44.1 
2145	0	3	34.4	 35.6 
2146	0	3	34.5	 23.6 
2147	0	3	34.6	 35.8 
2148	0	3	34.7	 87.2 
2149	0	3	34.8	 66.1 
2150	0	3	34.9	 49.6 
2151	0	3	35.0	 50.8 
2152	0	3	35.1	 46.4 
2153	0	3	35.2	 44.0 
2154	0	3	35.3	 28.1 
2155	0	3	35.4	 36.2 
2156	0	3	35.5	 67.8 
2157	0	3	35.6	 61.5 
2158	0	3	35.7	 49.3 
2159	0	3	35.8	 42.8 
2160	0	3	35.9	111.3 
2161	0	3	36.0	 76.4 
2162	0	3	36.1	 58.2 
2163	0	3	36.2	 43.5 
2164	0	3	36.3	 35.8 
2165	0	3	36.4	 24.5 
2166	0	3	36.5	 48.8 
2167	0	3	36.6	 72.1 
2168	0	3	36.7	 61.7 
2169	0	3	36.8	 39.8 
2170	0	3	36.9	 37.5 
2171	0	3	37.0	 26.3 
2172	0	3	37.1	 24.9 
2173	0	3	37.2	 49.8 
2174	0	3	37.3	 51.7 
2175	0	3	37.4	 23.1 
2176	0	3	37.5	 12.7 
2177	0	3	37.6	 20.6 
2178	0	3	37.7	 34.0 
2179	0	3	37.8	 37.8 
2180	0	3	37.9	 47.9 
2181	0	3	38.0	104.2 
2182	0	3	38.1	 96.4 
2183	0	3	38.2	 47.4 
2184	0	3	38.3	 24.1 
2185	0	3	38.4	 21.9 
2186	0	3	38.5	 17.0 
2187	0	3	38.6	 19.3 
2188	0	3	38.7	 36.0 
2189	0	3	38.8	 35.0 
2190	0	3	38.9	 32.8 
2191	0	3	39.0	 47.2 
2192	0	3	39.1	 43.7 
2193	0	3	39.2	 31.3 
2194	0	3	39.3	 22.0 
2195	0	3	39.4	 27.8 
2196	0	3	39.5	 36.6 
2197	0	3	39.6	 32.8 
2198	0	3	39.7	 37.0 
2199	0	3	39.8	 33.7 
2200	0	3	39.9	 30.9 
2201	0	3	40.0	 42.9 
2202	0	3	40.1	 59.2 
2203	0	3	40.2	 90.4 
2204	0	3	40.3	 82.1 
2205	0	3	40.4	 90.2 
2206	0	3	40.5	 90.9 
2207	0	3	40.6	 80.1 
2208	0	3	40.7	 67.3 
2209	0	3	40.8	 58.9 
2210	0	3	40.9	110.4 
2211	0	3	41.0	 81.8 
2212	0	3	41.1	 74.8 
2213	0	3	41.2	 67.1 
2214	0	3	41.3	 51.8 
2215	0	3	41.4	 56.8 
2216	0	3	41.5	 60.3 
2217	0	3	41.6	 87.9 
2218	0	3	41.7	 92.0 
2219	0	3	41.8	 73.9 
2220	0	3	41.9	 67.6 
2221	0	3	42.0	 83.6 
2222	0	3	42.1	 93.1 
2223	0	3	42.2	 73.9 
2224	0	3	42.3	103.2 
2225	0	3	42.4	106.1 
2226	0	3	42.5	 89.8 
2227	0	3	42.6	 84.9 
2228	0	3	42.7	 96.1 
2229	0	3	42.8	 81.4 
2230	0	3	42.9	 72.7 
2231	0	3	43.0	 77.2 
2232	0	3	43.1	 83.4 
2233	0	3	43.2	 93.5 
2234	0	3	43.3	 80.9 
2235	0	3	43.4	 83.2 
2236	0	3	43.5	 79.6 
2237	0	3	43.6	 56.8 
2238	0	3	43.7	 86.8 
2239	0	3	43.8	110.5 
2240	0	3	43.9	 91.5 
2241	0	3	44.0	 79.8 
2242	0	3	44.1	 74.3 
2243	0	3	44.2	 52.5 
2244	0	3	44.3	 51.2 
2245	0	3	44.4	 42.7 
2246	0	3	44.5	 64.1 
2247	0	3	44.6	 89.8 
2248	0	3	44.7	 76.6 
2249	0	3	44.8	 56.8 
2250	0	3	44.9	 42.8 
2251	0	3	45.0	 32.7 
2252	0	3	45.1	 35.9 
2253	0	3	45.2	 37.9 
2254	0	3	45.3	 64.8 
2255	0	3	45.4	 61.1 
2256	0	3	45.5	 54.7 
2257	0	3	45.6	 36.2 
2258	0	3	45.7	 44.1 
2259	0	3	45.8	 69.3 
2260	0	3	45.9	 73.5 
2261	0	3	46.0	 61.2 
2262	0	3	46.1	 68.3 
2263	0	3	46.2	 51.0 
2264	0	3	46.3	 44.0 
2265	0	3	46.4	 34.9 
2266	0	3	46.5	 23.8 
2267	0	3	46.6	 26.3 
2268	0	3	46.7	 36.1 
2269	0	3	46.8	 48.3 
2270	0	3	46.9	 51.2 
2271	0	3	47.0	 28.1 
2272	0	3	47.1	 26.0 
2273	0	3	47.2	 21.8 
2274	0	3	47.3	 32.1 
2275	0	3	47.4	 40.3 
2276	0	3	47.5	 31.7 
2277	0	3	47.6	 48.2 
2278	0	3	47.7	 42.2 
2279	0	3	47.8	 54.3 
2280	0	3	47.9	 41.8 
2281	0	3	48.0	 44.8 
2282	0	3	48.1	 40.4 
2283	0	3	48.2	 28.3 
2284	0	3	48.3	 28.7 
2285	0	3	48.4	 39.2 
2286	0	3	48.5	 58.7 
2287	0	3	48.6	 45.5 
2288	0	3	48.7	 48.8 
2289	0	3	48.8	 37.9 
2290	0	3	48.9	 36.8 
2291	0	3	49.0	 27.7 
2292	0	3	49.1	 34.1 
2293	0	3	49.2	 44.8 
2294	0	3	49.3	 50.7 
2295	0	3	49.4	 34.7 
2296	0	3	49.5	 23.5 
2297	0	3	49.6	 23.5 
2298	0	3	49.7	 27.2 
2299	0	3	49.8	 25.8 
2300	0	3	49.9	 47.3 
2301	0	3	50.0	 52.0 
2302	0	3	50.1	 54.3 
2303	0	3	50.2	 59.2 
2304	0	3	50.3	 44.1 
2305	0	3	50.4	 34.6 
2306	0	3	50.5	 51.4 
2307	0	3	50.6	 67.5 
2308	0	3	50.7	 76.4 
2309	0	3	50.8	 51.3 
2310	0	3	50.9	 68.5 
2311	0	3	51.0	 61.4 
2312	0	3	51.1	 57.3 
2313	0	3	51.2	 62.2 
2314	0	3	51.3	 94.8 
2315	0	3	51.4	124.2 
2316	0	3	51.5	119.9 
2317	0	3	51.6	128.1 
2318	0	3	51.7	147.9 
2319	0	3	51.8	148.8 
2320	0	3	51.9	145.0 
2321	0	3	52.0	187.0 
2322	0	3	52.1	197.6 
2323	0	3	52.2	186.8 
2324	0	3	52.3	203.9 
2325	0	3	52.4	191.2 
2326	0	3	52.5	193.9 
2327	0	3	52.6	189.2 
2328	0	3	52.7	193.4 
2329	0	3	52.8	213.4 
2330	0	3	52.9	210.5 
2331	0	3	53.0	207.1 
2332	0	3	53.1	214.7 
2333	0	3	53.2	246.9 
2334	0	3	53.3	260.2 
2335	0	3	53.4	239.7 
2336	0	3	53.5	250.6 
2337	0	3	53.6	255.7 
2338	0	3	53.7	249.7 
2339	0	3	53.8	284.3 
2340	0	3	53.9	276.9 
2341	0	3	54.0	257.4 
2342	0	3	54.1	231.6 
2343	0	3	54.2	224.9 
2344	0	3	54.3	219.7 
2345	0	3	54.4	218.8 
2346	0	3	54.5	243.1 
2347	0	3	54.6	246.8 
2348	0	3	54.7	244.3 
2349	0	3	54.8	234.5 
2350	0	3	54.9	224.5 
2351	0	3	55.0	218.2 
2352	0	3	55.1	209.2 
2353	0	3	55.2	237.0 
2354	0	3	55.3	232.2 
2355	0	3	55.4	222.2 
2356	0	3	55.5	209.5 
2357	0	3	55.6	193.3 
2358	0	3	55.7	202.1 
2359	0	3	55.8	242.6 
2360	0	3	55.9	246.3 
2361	0	3	56.0	237.7 
2362	0	3	56.1	228.6 
2363	0	3	56.2	200.9 
2364	0	3	56.3	184.5 
2365	0	3	56.4	211.3 
2366	0	3	56.5	232.4 
2367	0	3	56.6	236.6 
2368	0	3	56.7	250.2 
2369	0	3	56.8	229.2 
2370	0	3	56.9	204.6 
2371	0	3	57.0	215.4 
2372	0	3	57.1	248.5 
2373	0	3	57.2	243.7 
2374	0	3	57.3	237.5 
2375	0	3	57.4	229.6 
2376	0	3	57.5	194.8 
2377	0	3	57.6	185.7 
2378	0	3	57.7	194.7 
2379	0	3	57.8	210.1 
2380	0	3	57.9	202.4 
2381	0	3	58.0	200.9 
2382	0	3	58.1	203.2 
2383	0	3	58.2	190.8 
2384	0	3	58.3	184.6 
2385	0	3	58.4	200.1 
2386	0	3	58.5	190.5 
2387	0	3	58.6	202.9 
2388	0	3	58.7	208.4 
2389	0	3	58.8	172.9 
2390	0	3	58.9	154.9 
2391	0	3	59.0	169.9 
2392	0	3	59.1	177.1 
2393	0	3	59.2	176.2 
2394	0	3	59.3	165.8 
2395	0	3	59.4	136.6 
2396	0	3	59.5	138.5 
2397	0	3	59.6	165.1 
2398	0	3	59.7	195.7 
2399	0	3	59.8	192.5 
2400	0	3	59.9	173.9 
2401	0	4	0.0	166.7 
2402	0	4	0.1	148.7 
2403	0	4	0.2	136.2 
2404	0	4	0.3	144.7 
2405	0	4	0.4	169.7 
2406	0	4	0.5	169.4 
2407	0	4	0.6	167.1 
2408	0	4	0.7	148.4 
2409	0	4	0.8	149.6 
2410	0	4	0.9	148.9 
2411	0	4	1.0	163.4 
2412	0	4	1.1	167.0 
2413	0	4	1.2	156.4 
2414	0	4	1.3	148.7 
2415	0	4	1.4	127.4 
2416	0	4	1.5	119.7 
2417	0	4	1.6	100.7 
2418	0	4	1.7	109.6 
2419	0	4	1.8	139.8 
2420	0	4	1.9	149.0 
2421	0	4	2.0	148.2 
2422	0	4	2.1	196.8 
2423	0	4	2.2	191.9 
2424	0	4	2.3	206.1 
2425	0	4	2.4	220.6 
2426	0	4	2.5	199.5 
2427	0	4	2.6	207.7 
2428	0	4	2.7	195.8 
2429	0	4	2.8	195.9 
2430	0	4	2.9	198.1 
2431	0	4	3.0	181.8 
2432	0	4	3.1	208.3 
2433	0	4	3.2	202.9 
2434	0	4	3.3	226.4 
2435	0	4	3.4	181.2 
2436	0	4	3.5	139.1 
2437	0	4	3.6	101.6 
2438	0	4	3.7	 89.5 
2439	0	4	3.8	 74.0 
2440	0	4	3.9	 66.3 
2441	0	4	4.0	 54.8 
2442	0	4	4.1	 56.6 
2443	0	4	4.2	114.6 
2444	0	4	4.3	118.5 
2445	0	4	4.4	 90.2 
2446	0	4	4.5	 94.6 
2447	0	4	4.6	 96.5 
2448	0	4	4.7	 71.9 
2449	0	4	4.8	 57.3 
2450	0	4	4.9	 48.6 
2451	0	4	5.0	 74.6 
2452	0	4	5.1	112.5 
2453	0	4	5.2	123.3 
2454	0	4	5.3	106.2 
2455	0	4	5.4	 95.3 
2456	0	4	5.5	 85.3 
2457	0	4	5.6	 58.9 
2458	0	4	5.7	 59.0 
2459	0	4	5.8	 80.4 
2460	0	4	5.9	126.8 
2461	0	4	6.0	121.3 
2462	0	4	6.1	111.4 
2463	0	4	6.2	 95.4 
2464	0	4	6.3	 89.2 
2465	0	4	6.4	 86.4 
2466	0	4	6.5	 85.1 
2467	0	4	6.6	 95.4 
2468	0	4	6.7	112.2 
2469	0	4	6.8	115.3 
2470	0	4	6.9	 88.8 
2471	0	4	7.0	 91.4 
2472	0	4	7.1	 87.4 
2473	0	4	7.2	 79.6 
2474	0	4	7.3	113.9 
2475	0	4	7.4	131.5 
2476	0	4	7.5	111.3 
2477	0	4	7.6	 96.2 
2478	0	4	7.7	 85.2 
2479	0	4	7.8	 94.3 
2480	0	4	7.9	100.8 
2481	0	4	8.0	 95.6 
2482	0	4	8.1	132.2 
2483	0	4	8.2	105.3 
2484	0	4	8.3	100.5 
2485	0	4	8.4	109.1 
2486	0	4	8.5	106.3 
2487	0	4	8.6	 99.2 
2488	0	4	8.7	 99.3 
2489	0	4	8.8	130.4 
2490	0	4	8.9	150.0 
2491	0	4	9.0	140.6 
2492	0	4	9.1	118.7 
2493	0	4	9.2	112.8 
2494	0	4	9.3	107.6 
2495	0	4	9.4	113.4 
2496	0	4	9.5	132.8 
2497	0	4	9.6	118.0 
2498	0	4	9.7	 88.8 
2499	0	4	9.8	 76.5 
2500	0	4	9.9	 71.7 
2501	0	4	10.0	 80.9 
2502	0	4	10.1	102.0 
2503	0	4	10.2	118.9 
2504	0	4	10.3	106.7 
2505	0	4	10.4	 90.6 
2506	0	4	10.5	 78.0 
2507	0	4	10.6	 49.3 
2508	0	4	10.7	 43.7 
2509	0	4	10.8	 49.0 
2510	0	4	10.9	 68.9 
2511	0	4	11.0	 65.3 
2512	0	4	11.1	 50.0 
2513	0	4	11.2	 39.6 
2514	0	4	11.3	 65.1 
2515	0	4	11.4	 68.5 
2516	0	4	11.5	 67.5 
2517	0	4	11.6	 74.6 
2518	0	4	11.7	 48.1 
2519	0	4	11.8	 69.6 
2520	0	4	11.9	 72.1 
2521	0	4	12.0	 42.8 
2522	0	4	12.1	 40.0 
2523	0	4	12.2	 52.1 
2524	0	4	12.3	 93.4 
2525	0	4	12.4	104.5 
2526	0	4	12.5	 77.8 
2527	0	4	12.6	 73.8 
2528	0	4	12.7	 85.3 
2529	0	4	12.8	103.7 
2530	0	4	12.9	145.8 
2531	0	4	13.0	156.7 
2532	0	4	13.1	189.3 
2533	0	4	13.2	155.3 
2534	0	4	13.3	140.1 
2535	0	4	13.4	124.6 
2536	0	4	13.5	 83.3 
2537	0	4	13.6	 50.5 
2538	0	4	13.7	 81.7 
2539	0	4	13.8	114.2 
2540	0	4	13.9	129.6 
2541	0	4	14.0	136.7 
2542	0	4	14.1	138.8 
2543	0	4	14.2	147.2 
2544	0	4	14.3	145.3 
2545	0	4	14.4	143.9 
2546	0	4	14.5	191.7 
2547	0	4	14.6	246.0 
2548	0	4	14.7	241.6 
2549	0	4	14.8	233.3 
2550	0	4	14.9	212.5 
2551	0	4	15.0	222.6 
2552	0	4	15.1	197.9 
2553	0	4	15.2	189.2 
2554	0	4	15.3	202.7 
